concurrency,mean_latency_s,std_latency_s,mean_experiment_elapsed_s,mean_aggregate_output_tokens_per_s,std_aggregate_output_tokens_per_s,throughput_scaling,scaling_efficiency
1,1.6493983333333333,0.033361226840950144,1.64987,60.62714033333333,1.2105871555341778,1.0,1.0
2,1.6694831666666665,0.017280825626495126,1.6789889999999998,119.12739333333333,1.1998631429693638,1.9649185608682924,0.9824592804341462
4,1.71063575,0.0254681638730101,1.7228396666666665,232.211424,3.555694508996377,3.8301563082685615,0.9575390770671404
8,1.766617875,0.0035152583208777127,1.7785106666666666,449.8164366666667,1.1268088643520677,7.419390625939744,0.927423828242468
